case_id,bank_rrn_match_true,delivery_otp_verified_true,ip_geo_match_true,sim_swap_flag_48h_true,transaction_record_match_true,post_dispute_activity_true,account_pattern_consistent_true,_hidden_bank_leniency,_hidden_cardholder_counter,base_win_prob,noisy_win_prob,merchant_representment_won
CB_IN_2026_02696,True,False,True,False,True,False,True,0.3562834076081706,0.2466527622681154,0.5242587671814168,0.5465743401468762,0
CB_IN_2026_05622,False,True,True,False,False,False,True,0.2595375693478908,0.03676065443800268,0.14146844287794663,0.15270397244585612,0
CB_IN_2026_07259,True,True,False,False,False,True,True,0.394874724885453,0.415635193152458,0.06982144767100856,0.054124784812001656,0
CB_IN_2026_05846,True,True,True,False,True,False,True,0.15900626908365587,0.6161729508485546,0.8214634572051833,0.7999229759037544,1
CB_IN_2026_05824,True,True,False,False,True,True,False,0.19026453998760207,0.47690728418601064,0.02,0.08663200288297693,0
CB_IN_2026_04609,True,False,True,False,True,True,False,0.16740495837822486,0.1720296388273169,0.8668856311226554,0.8536780768344495,1
CB_IN_2026_02055,True,True,True,False,True,False,True,0.539355490083762,0.3283166649921269,0.29589099231083876,0.22266400924970983,0
CB_IN_2026_06298,True,True,True,False,True,False,True,0.5016757543796594,0.6012531346756853,0.26407577705799057,0.2862987352770205,1
CB_IN_2026_02873,False,False,True,False,False,True,True,0.6509418544309814,0.2496173938535369,0.5827457618081658,0.5594254350065408,0
CB_IN_2026_00479,True,False,False,False,True,False,True,0.3251013242162438,0.3189170220872956,0.0711204566972197,0.08235791942890575,0
CB_IN_2026_02867,True,False,True,False,True,True,True,0.3408539315871089,0.276345192106236,0.5167190075014865,0.48548839238893704,1
CB_IN_2026_00035,True,True,True,False,True,True,True,0.2777679984435245,0.457129464605435,0.8016192133526794,0.7966247485432688,0
CB_IN_2026_04933,True,False,False,False,True,False,True,0.5063558464843053,0.5214528579345592,0.07261741578466072,0.020348386581674927,0
CB_IN_2026_02712,True,True,True,False,False,True,True,0.43439845069357336,0.6335968662827359,0.8727681274549552,0.8237097257567146,0
CB_IN_2026_07747,True,True,False,False,False,False,False,0.19641010888197738,0.20497966052869537,0.02853507269709117,0.02,0
CB_IN_2026_07755,False,False,False,False,True,False,True,0.22580431396004982,0.452226280724606,0.04587388960274538,0.02274534769599165,0
CB_IN_2026_09555,True,True,False,False,True,False,False,0.2134128189840815,0.3056764286985401,0.25904189540823575,0.2580927518751064,1
CB_IN_2026_03125,True,False,False,False,True,False,False,0.3937773582731232,0.34741673643354026,0.046642961189593615,0.07380175463807645,0
CB_IN_2026_08911,True,True,True,False,True,False,True,0.22135382437518136,0.23858110375869307,0.2667043485491524,0.2913072633458006,1
CB_IN_2026_04002,True,False,True,False,True,True,True,0.16610947617961902,0.5368589909148284,0.8502472380500715,0.8814539375433045,1
CB_IN_2026_09696,True,True,True,False,False,False,True,0.3567482061859422,0.42765165803007354,0.8840446189393057,0.8941304434567561,1
CB_IN_2026_07921,False,True,True,False,True,False,True,0.24993394542813074,0.6391228341057584,0.11007979004079983,0.17720886530391494,0
CB_IN_2026_06786,False,False,True,False,True,False,True,0.2673831737563773,0.4436833792688003,0.051717642923885254,0.049612850333752435,0
CB_IN_2026_02625,False,True,False,False,False,False,False,0.41031224930631804,0.6821443417840904,0.02,0.02,0
CB_IN_2026_02875,False,False,True,False,True,False,True,0.33455088853313025,0.5242418835628316,0.05172191826769247,0.08256736561495046,0
CB_IN_2026_05470,False,False,True,False,True,True,True,0.3669829187015125,0.42576750219026127,0.4995314584117634,0.457688967870024,0
CB_IN_2026_04504,True,True,False,False,True,True,False,0.17413295476282334,0.5692290251775812,0.02,0.02,0
CB_IN_2026_02094,True,False,True,False,True,False,True,0.5327356212736787,0.4829447205737838,0.8996338024954631,0.9157682371924568,1
CB_IN_2026_01578,True,False,True,False,False,False,True,0.06821024813095786,0.46512367474403754,0.8456728623013112,0.819360201379362,1
CB_IN_2026_07056,True,False,True,False,True,True,True,0.5244219979231408,0.30733767786299593,0.0961968719644773,0.0577466255879371,0
CB_IN_2026_07525,True,False,True,False,True,False,True,0.2648126641422132,0.6405244591332051,0.23172507378374507,0.21397872873732707,1
CB_IN_2026_09821,True,True,True,False,True,False,True,0.1983871819582286,0.5426604893099314,0.7835404129039942,0.8169407450503473,1
CB_IN_2026_05297,True,False,False,False,True,False,False,0.4616991278898715,0.15875404728665174,0.08852671848497655,0.08497691470844868,0
CB_IN_2026_01263,True,True,False,False,False,False,True,0.2552696326046552,0.5288934384157651,0.7917430120709821,0.7627085261213745,1
CB_IN_2026_05502,True,False,True,False,False,False,True,0.514261634672515,0.18895305135631094,0.10681609102507071,0.15342365411409956,1
CB_IN_2026_01360,True,True,True,False,False,False,True,0.5131513513389285,0.5054304527818809,0.07503511688248334,0.0782070311281415,0
CB_IN_2026_08921,True,True,True,False,True,False,True,0.37123598456935186,0.8804718771762259,0.43217641533743656,0.4836625724344774,0
CB_IN_2026_02989,False,False,False,False,True,False,False,0.7296057744079898,0.4089299225646173,0.054581666496905365,0.039210136211884204,0
CB_IN_2026_01589,False,True,True,False,True,False,True,0.27859580383221194,0.3644002263968471,0.02,0.02,0
CB_IN_2026_04787,True,True,True,False,False,False,True,0.2674802034457748,0.3206522170381456,0.2640324027096784,0.27825491922095896,0
CB_IN_2026_00880,True,True,False,False,True,False,True,0.2344396795747715,0.4115583702155465,0.8009769245274179,0.7806218320228012,1
CB_IN_2026_05135,True,False,True,False,True,False,True,0.2529859999686589,0.6394552045656822,0.4446789193088795,0.45784360704225247,1
CB_IN_2026_05528,True,False,True,False,True,False,True,0.33631697065436567,0.4965345076379476,0.2547045857147291,0.16492374646646335,0
CB_IN_2026_02439,True,False,False,False,True,True,False,0.1292071105943077,0.5080886989052845,0.02,0.038073299129173906,0
CB_IN_2026_04689,True,False,False,False,True,True,True,0.06533133723991522,0.7025930551299727,0.02,0.02,0
CB_IN_2026_01677,True,False,True,False,True,False,True,0.285452274071503,0.2743733258954056,0.8908169402990398,0.902454417636137,1
CB_IN_2026_06292,True,False,True,False,True,True,True,0.4026226156168226,0.3621328399838929,0.8761014298756294,0.8848505531357994,1
CB_IN_2026_06805,False,True,True,False,True,False,True,0.21355175841840915,0.5879549679222319,0.8308307142179859,0.8738888218143475,1
CB_IN_2026_08725,True,True,True,False,True,False,True,0.179394456026899,0.47269592947781086,0.7882577417754467,0.715015872412227,0
CB_IN_2026_02734,False,True,True,False,True,True,True,0.2758383270978939,0.40542751138460853,0.4843535387118876,0.48183432005587634,1
CB_IN_2026_04379,False,False,False,False,True,False,True,0.31571691351012793,0.7287744567242712,0.1438272141933849,0.2409293501496927,0
CB_IN_2026_02822,False,True,False,False,True,True,False,0.3101792081101771,0.3671221518536741,0.02696751884398431,0.09761762806587516,0
CB_IN_2026_03314,True,True,True,False,True,False,True,0.3444828075773106,0.2009240953146117,0.2852455273778161,0.2823482588160276,0
CB_IN_2026_00733,True,True,True,False,False,False,True,0.21910944724887468,0.3996296691517596,0.870330166754689,0.8887676794817698,1
CB_IN_2026_05814,True,False,True,False,False,False,True,0.24944098913012208,0.5293342821269389,0.04099949048292076,0.07746012788439832,0
CB_IN_2026_08231,False,False,True,False,False,False,True,0.1093759208021179,0.07891959893776795,0.2692331506024773,0.2999816163881799,0
CB_IN_2026_04864,True,True,True,False,True,False,True,0.32730378817596123,0.6442869399698652,0.8388477605841289,0.865031988902661,1
CB_IN_2026_07609,True,True,True,False,True,False,True,0.08614901093793335,0.4555828128016392,0.7787796000323881,0.7181373060133694,1
CB_IN_2026_00068,True,True,True,False,True,False,True,0.2418164529385748,0.33403151630955275,0.2596148227216737,0.3031044518796293,0
CB_IN_2026_07032,True,True,True,False,True,False,True,0.09432010493202891,0.4811774974432616,0.7772006628475173,0.7122616961915587,0
CB_IN_2026_07080,True,True,True,False,True,False,True,0.1186851068987585,0.38403957712403397,0.7898382551154476,0.8287943567667363,0
CB_IN_2026_07995,True,True,True,False,False,True,True,0.393031761201306,0.48359319721223404,0.8828044916229334,0.9585378964711018,1
CB_IN_2026_06662,True,False,True,False,True,False,True,0.46703005146821136,0.37139954412941256,0.7329036517632441,0.816376888978887,1
CB_IN_2026_04989,False,False,True,False,False,False,True,0.07988274550979693,0.5436902619553465,0.669216903265641,0.6579632207084148,1
CB_IN_2026_05857,True,True,True,False,False,False,True,0.6757461345455349,0.42841285537981044,0.8522482506074831,0.7856982080957073,1
CB_IN_2026_09801,True,True,True,False,True,False,True,0.3383999564346468,0.43498258732651174,0.4924326031879527,0.4858828022603862,1
CB_IN_2026_03327,True,False,False,False,True,False,True,0.1636228249781291,0.17121646467130272,0.06651309253024523,0.02,0
CB_IN_2026_09854,True,True,True,False,True,False,True,0.24564827062738534,0.46129689074078845,0.4699351205143588,0.4631868013207134,1
CB_IN_2026_04305,True,True,False,False,False,False,False,0.3922777768715252,0.6121621163167237,0.8698571215929107,0.8721428931549023,0
CB_IN_2026_00504,True,False,True,False,True,False,True,0.12075577372962674,0.331565483274605,0.8453341445200947,0.8199587780156332,1
CB_IN_2026_09925,True,True,True,False,True,False,True,0.1187847707051496,0.3414021190973099,0.24411396057488693,0.22483543129207925,0
CB_IN_2026_01981,True,False,False,False,True,True,False,0.42001519285582356,0.44901692411984245,0.03665049995318835,0.04090688316643406,0
CB_IN_2026_04312,True,True,True,False,True,False,True,0.31057388255948626,0.7399014293910835,0.8472787229680301,0.8576475601149808,1
CB_IN_2026_06376,True,True,True,False,True,False,True,0.11174023807417606,0.3808901327094079,0.4552145277084241,0.508588802519868,1
CB_IN_2026_08889,False,True,False,False,True,False,False,0.07361758696033324,0.23657341589600708,0.02,0.052720587806103975,0
CB_IN_2026_01904,True,True,False,False,True,False,True,0.06409717432992397,0.5877555140112839,0.8129161095184625,0.763052440865091,1
CB_IN_2026_09232,True,True,False,False,False,True,True,0.10417090058508338,0.592779576324768,0.7672225504377332,0.8038988815623894,1
CB_IN_2026_00125,True,True,True,False,False,False,True,0.34222705532634434,0.5051905011853838,0.10454819652062293,0.07328832286322816,0
CB_IN_2026_02140,True,False,True,True,True,False,True,0.6040592476596245,0.332130082223358,0.9232741014968192,0.9603699838723267,1
CB_IN_2026_01165,True,True,True,False,True,False,True,0.2941766655883713,0.5081361403657528,0.24848758583402925,0.23837936308538774,0
CB_IN_2026_02842,True,False,True,False,True,False,True,0.3722130273278536,0.5118641786813558,0.057479145411206856,0.05595024276756565,0
CB_IN_2026_03016,False,True,True,False,True,False,True,0.3909148560051259,0.4304524256848616,0.867864540152129,0.9057558898153205,1
CB_IN_2026_07436,True,True,True,False,True,False,True,0.18791282779437285,0.18091193935722655,0.818458345399602,0.7879553916004567,1
CB_IN_2026_03489,True,False,True,False,True,True,True,0.12638396394718132,0.49631173017753083,0.02953490265590869,0.02,0
CB_IN_2026_02655,True,False,True,False,True,True,True,0.23676394413552357,0.3082989723196084,0.4911079429791635,0.46037069838673345,0
CB_IN_2026_00347,True,True,False,False,True,False,True,0.14708579184982007,0.3984042026314817,0.12180987475883023,0.1464160999105107,0
CB_IN_2026_08544,True,True,True,False,True,False,True,0.18732199785092046,0.4818795455869064,0.7882906851834198,0.8241722892397253,1
CB_IN_2026_04620,True,True,True,False,True,False,True,0.2186074174877831,0.21004724539852665,0.7192281655586813,0.7377397435190487,1
CB_IN_2026_02763,True,False,True,False,False,True,True,0.052119672386433204,0.20134734316778433,0.8701196263695936,0.8061802565158852,1
CB_IN_2026_04600,True,False,False,False,True,False,False,0.19706356910439954,0.38815852740310797,0.02,0.034278079065436624,0
CB_IN_2026_00340,True,True,True,False,True,True,True,0.1965536287904042,0.6001667325021879,0.4392857158827527,0.44454950588879855,1
CB_IN_2026_02596,True,True,True,False,True,False,True,0.3702573080461858,0.534234936317209,0.8750073833338214,0.8542550887393602,1
CB_IN_2026_05181,True,False,False,False,True,True,False,0.3273153799562377,0.6609359871635511,0.02,0.0560035392653902,0
CB_IN_2026_07203,False,False,True,False,True,False,True,0.04761953413334205,0.3396687713162377,0.03574746696437728,0.02472336796611193,0
CB_IN_2026_05527,True,True,True,False,True,False,True,0.22466878888212669,0.6977820779675038,0.8211820468691049,0.8487119679460289,1
CB_IN_2026_09038,True,True,True,False,True,True,True,0.19735540195287934,0.5361644584529711,0.8140662023890484,0.8483285001541344,1
CB_IN_2026_09915,True,True,True,False,True,True,True,0.4134370798271319,0.4714036728144721,0.8664720822978086,0.8514745606905265,1
CB_IN_2026_03216,True,True,True,False,True,True,True,0.12418620613091408,0.2632325618894157,0.8025790885467681,0.771472964646448,1
CB_IN_2026_03901,True,False,True,False,False,True,True,0.2571823046419293,0.30072824206710225,0.11478905235032129,0.10126723167397839,0
CB_IN_2026_00151,True,False,False,False,True,False,False,0.3141882058563078,0.38764904323317806,0.024690284686284855,0.03368895392925139,0
CB_IN_2026_04584,True,False,True,False,False,False,True,0.16184337042292377,0.18500462243239754,0.06492074220751111,0.02011628325356632,0
CB_IN_2026_08985,True,True,False,False,True,False,False,0.2584319489704079,0.6627627173666851,0.8487355621397805,0.8415487043962332,1
CB_IN_2026_02866,True,True,True,False,False,True,True,0.1799315332684703,0.598029083598106,0.7757888756324058,0.8981165707051577,1
CB_IN_2026_05893,True,True,True,False,False,False,True,0.25531837265724566,0.2059309945030239,0.27404510526856707,0.15794470050406134,0
CB_IN_2026_06708,True,False,True,False,False,True,True,0.17844060727181343,0.5194353909412524,0.8534693337784924,0.9026529755194309,1
CB_IN_2026_04804,False,True,True,False,True,False,False,0.39760328024275027,0.7109356148135174,0.02,0.020366054268741742,0
CB_IN_2026_00793,True,False,False,False,True,False,False,0.20137427449546125,0.7046972081560451,0.02,0.03874026190990619,0
CB_IN_2026_07189,False,True,True,False,True,False,True,0.4302570368028533,0.5671338869403383,0.49098132431951996,0.46865943451047937,1
CB_IN_2026_01997,True,False,False,False,True,False,True,0.21035701502051504,0.494180412011359,0.03982480060132591,0.06074199513969166,0
CB_IN_2026_02024,True,False,True,False,True,False,True,0.4824548705548261,0.15658924924721646,0.10623565954185749,0.0727237814940707,0
CB_IN_2026_09009,True,True,False,False,True,False,False,0.2864916684754682,0.24523173145872237,0.04051357397628529,0.02,0
CB_IN_2026_01068,True,True,True,False,True,False,True,0.007806750022913702,0.6577908524491289,0.19915772475783675,0.26069130294160453,0
CB_IN_2026_08766,True,False,False,False,True,False,False,0.20153474318233985,0.2821756664512375,0.8799666025367571,0.8997280412370939,1
CB_IN_2026_00298,True,False,True,False,True,True,True,0.18178583458065498,0.2035185869177613,0.1958293788784668,0.16256363582602015,0
CB_IN_2026_07159,True,True,True,False,True,False,True,0.24062443571789013,0.12979171282172927,0.8298957610039739,0.8168686444778733,1
CB_IN_2026_01070,True,True,False,False,False,False,False,0.11414159789804836,0.5783928900339959,0.02,0.02,0
CB_IN_2026_04333,True,True,False,False,True,False,False,0.07225767109965296,0.3130062352208959,0.02,0.02,0
CB_IN_2026_02200,True,False,True,False,False,True,True,0.19016160922518244,0.5704796592239283,0.029771427184629065,0.04460972790644328,1
CB_IN_2026_07617,True,True,True,False,True,False,True,0.3385772735182365,0.5168082386856835,0.25294844895362,0.2687438063209689,0
CB_IN_2026_04398,True,False,True,False,True,True,True,0.048769982663086624,0.6707974852969052,0.8027726493898799,0.7761751525346848,1
CB_IN_2026_00960,True,False,True,False,True,True,True,0.13523739611571023,0.542775059426548,0.025950981591230438,0.10174782472880986,0
CB_IN_2026_01351,True,False,True,False,True,True,True,0.5140114550431465,0.29223657701062167,0.028966804457036054,0.058827470391889514,1
CB_IN_2026_03778,True,True,True,False,True,False,True,0.15821239825453198,0.45482642136118745,0.8375028456544251,0.8568341575064672,1
CB_IN_2026_04670,True,True,True,False,True,False,True,0.1421112493200305,0.48240736657106675,0.23281261326129699,0.22188620350585006,0
CB_IN_2026_02753,False,True,False,False,True,False,False,0.06052555543707798,0.22164208870431826,0.02,0.03194980287938234,0
CB_IN_2026_04648,True,True,False,False,True,True,True,0.11272298407626359,0.14261761747173446,0.8632649963419782,0.8757471794248283,1
CB_IN_2026_00388,True,True,True,False,True,False,True,0.09357477116080505,0.44164955489320135,0.6810640170499764,0.6492193203328183,0
CB_IN_2026_08196,False,True,True,False,True,False,True,0.22764373324329892,0.7958213389095306,0.8117351140982428,0.8032487464169267,1
CB_IN_2026_07724,True,True,True,False,True,False,True,0.2649106756350284,0.5832532832431124,0.8374639527518922,0.7837170016653191,1
CB_IN_2026_02361,True,True,True,False,True,False,True,0.12756630430172794,0.5236856954991853,0.7769393869662888,0.7326058815345355,0
CB_IN_2026_09336,True,True,True,False,True,False,True,0.15930647735299797,0.3946067744371703,0.24365609983864273,0.2936015641070119,0
CB_IN_2026_05120,True,True,True,False,False,True,True,0.2738663341340022,0.8746558738355789,0.8293983727125224,0.8100814494373512,1
CB_IN_2026_09506,True,False,True,False,False,False,True,0.2880750231448469,0.330081174734115,0.11556088530397013,0.10913223798198482,0
CB_IN_2026_05825,True,True,True,True,True,False,True,0.2171842797819237,0.4434353728577575,0.02,0.03375634915165345,0
CB_IN_2026_08028,True,True,False,False,True,True,False,0.18988456043164645,0.37767296863259037,0.8490188503885385,0.7948795984118519,0
CB_IN_2026_09337,True,False,True,False,True,True,True,0.06778913622953746,0.18773871064934777,0.8733608252826097,0.8852272532529062,1
CB_IN_2026_02735,True,False,True,False,True,False,True,0.19887808924849984,0.12351731003383552,0.07551363970643643,0.02,0
CB_IN_2026_02953,True,True,True,False,True,True,True,0.12474141713943679,0.39907641158181156,0.7890613288985513,0.7926230556471751,1
CB_IN_2026_07201,True,False,True,False,True,False,True,0.08171623803712229,0.277733256853141,0.8460326228791406,0.7605422279778351,1
CB_IN_2026_05446,True,True,True,False,True,False,True,0.045130766941503274,0.1796932077157128,0.801446371261409,0.7758265072305148,1
CB_IN_2026_04514,True,True,True,False,True,False,True,0.3592396798923751,0.1578378244236082,0.8413249791447241,0.8334636658247373,1
CB_IN_2026_04456,True,True,False,False,True,False,False,0.23120476204170934,0.32033634444686515,0.02,0.02,0
CB_IN_2026_01141,True,True,True,False,True,True,True,0.1372734046289877,0.16150800413732117,0.8443220081417464,0.8477629767644018,1
CB_IN_2026_06710,False,True,True,False,True,True,True,0.64343734125956,0.6796147274421374,0.8732510082069335,0.878182079937257,0
CB_IN_2026_02619,True,True,True,False,True,False,True,0.10048123085350494,0.049105165930971216,0.8911472311093235,0.9053343093803147,0
CB_IN_2026_05811,True,True,True,False,False,False,True,0.25882947516830235,0.581020440837631,0.45461282890801585,0.4848414219893298,1
CB_IN_2026_04666,True,True,False,False,True,False,False,0.11233006947726068,0.7424702291722856,0.02,0.02,0
CB_IN_2026_09545,True,True,False,False,True,True,False,0.4736731039301321,0.1907710787722455,0.0861189589701896,0.10715458120425309,0
CB_IN_2026_07085,True,False,True,False,True,True,True,0.6211029192140407,0.2390258414561967,0.9146297661600652,0.9214451849113402,1
CB_IN_2026_08400,True,True,False,False,True,False,False,0.3700470046690495,0.2788063996567638,0.8805250005946096,0.8941948896251499,1
CB_IN_2026_03545,True,True,True,False,True,False,True,0.12902509054698444,0.7153710550523673,0.8279459053604015,0.7656264304223876,1
CB_IN_2026_06273,False,True,True,False,False,False,True,0.05675929305438912,0.16384335584727125,0.02,0.02,0
CB_IN_2026_09375,True,True,True,False,False,False,True,0.5284743723834335,0.5296767166691173,0.2744492530191003,0.32848642020052865,0
CB_IN_2026_08415,True,True,True,False,False,False,True,0.14404334916392697,0.3863292797162797,0.6926522739280433,0.7227147199840224,0
CB_IN_2026_05889,True,False,True,False,True,False,True,0.07683630694057901,0.25980907408578385,0.1272394494242911,0.08152001904104787,1
CB_IN_2026_01345,True,True,False,False,True,True,True,0.44140899280686996,0.2754372306596059,0.8694253560708638,0.8870889880469999,1
CB_IN_2026_01032,True,False,True,False,True,False,True,0.18738747447776505,0.2124704076203233,0.06523945617529948,0.08392393483499062,0
CB_IN_2026_07162,True,False,True,False,False,True,True,0.4036576960563666,0.3770696201811688,0.8947319615086472,0.8369539478181329,1
CB_IN_2026_08343,True,True,True,False,True,True,True,0.2267914263620428,0.19623279541496516,0.8715916916219486,0.8088741874674384,1
CB_IN_2026_05261,True,False,True,False,True,False,True,0.2156316371207734,0.6164304620999314,0.8282327502444997,0.7678024903544063,0
CB_IN_2026_03224,True,True,True,False,False,False,True,0.3357653429273808,0.386255467263568,0.8156662944249289,0.8591405656906341,1
CB_IN_2026_03567,True,True,True,False,True,False,True,0.27271516030485204,0.40965788870951025,0.8057600303656312,0.8137673859330511,1
CB_IN_2026_00121,True,True,False,False,True,False,False,0.34635461446400095,0.4879412097442787,0.02,0.024061573015996686,0
CB_IN_2026_05361,True,True,True,False,True,False,False,0.34598731311923336,0.6483253815365234,0.02,0.02,0
CB_IN_2026_04023,True,False,True,False,True,False,True,0.4057338831879233,0.521128275440585,0.02,0.03548874084161499,0
CB_IN_2026_05983,True,True,True,False,True,False,True,0.3727538865817465,0.6377568782347008,0.8649547785663395,0.8470005986359637,1
CB_IN_2026_01425,True,False,True,False,True,True,True,0.37046163321829867,0.4691164607333517,0.06154374991286067,0.058193647564592714,0
CB_IN_2026_02482,False,True,True,False,True,False,True,0.44794433466650524,0.7084464674252265,0.4733218968195171,0.5082667321806705,1
CB_IN_2026_03160,True,True,True,False,False,True,True,0.2574829422773925,0.3992048517412832,0.8749774678991589,0.8698242543377666,1
CB_IN_2026_02426,True,True,True,False,False,True,True,0.14494321208414634,0.4240149852727744,0.7889916869228201,0.8706268350486258,1
CB_IN_2026_04429,True,True,False,False,True,False,False,0.1647127962909216,0.5293560444741939,0.02,0.028782107514040277,0
CB_IN_2026_00621,True,True,True,False,False,False,True,0.26229132855937365,0.37663481300788687,0.8078114781263361,0.7717960770239454,0
CB_IN_2026_07997,True,True,True,False,True,False,True,0.49621853986700026,0.5389016830768286,0.8696560564763571,0.906146196605597,1
CB_IN_2026_06958,True,True,True,False,True,False,True,0.4312413613499955,0.4898927768389653,0.16675968567810295,0.10928076209559835,0
CB_IN_2026_03566,True,True,True,False,True,False,True,0.034104427897332854,0.25431439660772803,0.4586737260883074,0.4856363518348773,0
CB_IN_2026_01733,True,True,True,False,True,False,True,0.09351355536836539,0.5435733711917498,0.7708642895250288,0.7797236500194125,1
CB_IN_2026_00825,True,False,True,False,True,False,True,0.33377010768887855,0.7896838293190234,0.22508402999076307,0.22458620568907892,1
CB_IN_2026_00338,True,True,True,False,True,False,True,0.1319784008623397,0.46766318983276184,0.7830710891202046,0.7904461058508663,1
CB_IN_2026_05323,True,True,True,False,True,True,True,0.41918305779599746,0.32582786254401536,0.7317191806811182,0.7573065616773702,1
CB_IN_2026_01587,True,True,True,False,False,False,True,0.4152633726558698,0.4435195491933017,0.5065247421521788,0.4755380336476135,1
CB_IN_2026_01805,False,False,False,False,True,False,False,0.37969152633052455,0.2869820872610911,0.05289099217694125,0.06274850852948584,0
CB_IN_2026_04153,True,False,False,False,True,True,False,0.3003531147006919,0.28681061230060945,0.03704903109504697,0.02,0
CB_IN_2026_03636,True,True,True,False,False,False,True,0.07105140731261071,0.5047815779769635,0.022048011079816937,0.03251424111493857,0
CB_IN_2026_07856,True,False,False,False,True,False,True,0.45796831133715343,0.5553161409358311,0.2634245832668753,0.2916971429057571,0
CB_IN_2026_01355,True,False,False,False,True,False,False,0.430591652885564,0.3286511616746478,0.02,0.02,0
CB_IN_2026_09518,True,False,False,False,False,False,False,0.1563862732669514,0.40022303474397414,0.02,0.08779717127014551,0
CB_IN_2026_04006,True,True,True,False,True,True,True,0.1916981034264301,0.6210436861100728,0.7748994038001643,0.7898190608357677,1
CB_IN_2026_05114,True,True,False,False,True,False,False,0.28488111444793096,0.6362469072683347,0.02,0.02,0
CB_IN_2026_02149,True,True,False,False,False,True,False,0.34017155881246375,0.6044049279513121,0.02,0.045010530082638195,0
CB_IN_2026_04871,True,True,True,False,True,False,True,0.3103607511678332,0.18402475766797677,0.8328408143733422,0.8308002418807343,1
CB_IN_2026_03734,True,True,True,False,True,True,True,0.11828460548261602,0.06990388161118503,0.8712037644967955,0.8908065385159893,1
CB_IN_2026_03219,True,False,False,False,False,False,False,0.1477858242562168,0.3187479454703351,0.04985950436371252,0.025183340062629886,0
CB_IN_2026_01051,True,True,False,False,True,False,False,0.21070524640031582,0.29131900263244315,0.02,0.02,0
